source,id,text,researcher,year,aggressive,hate
instagram,-,Safada😡,vargas et al,2021,1,1
instagram,-,Safada🤢🤢🤢,vargas et al,2021,1,1
instagram,-,Lixo ideológico,vargas et al,2021,1,1
instagram,-,Hipócrita!,vargas et al,2021,1,1
instagram,-,"Esses camaradas são tinhosos dimais, quando o venha a nós acaba, começam a criticar, falar mal do vosso reino! Pessoas que agem assim são imbecis para não dizer vampiros!",vargas et al,2021,1,1
instagram,-,Pois é deveria ter pena da própria ignorância.,vargas et al,2021,1,0
instagram,-,"Vagabunda,Ordinária",vargas et al,2021,1,1
instagram,-,"Maldita, quadrilha do PT é grande viu💩💩💩",vargas et al,2021,1,1
instagram,-,Vou mandar um óleo de peroba pra ela de presente! 😂😂😂😂,vargas et al,2021,1,0
instagram,-,Mulherzinha cara de pau🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,vargas et al,2021,1,1
instagram,-,Porque é corrupta é conivente com o desgoverno anterior,vargas et al,2021,1,1
instagram,-,SAFADA,vargas et al,2021,1,1
instagram,-,A cada dia fico mais admirado com a cara de pau da elite dominante desse mundo até quando irão nos fazer de otários,vargas et al,2021,1,1
instagram,-,"Vá ter pena da puta que a pariu, corrupta",vargas et al,2021,1,1
instagram,-,Que nojo!🤮🤮🤮🤮🤮,vargas et al,2021,1,1
instagram,-,Piada esse tipo de gente !,vargas et al,2021,1,0
instagram,-,"Comunista ladrona, padrão PT pissol PCdoB LULAPRESIDIARIO DILMATERRORISTA",vargas et al,2021,1,1
instagram,-,"Porque Bachelet faz parte da esquerda Hipócrita da América latina. Pergunte se ela tem pena de Cuba, Nicarágua ou da Venezuela. #MicheleBacheletHipócrita",vargas et al,2021,1,1
instagram,-,"Vai te catar ,cuida do teu país,o Brasil tem quem cuide🙏🇧🇷",vargas et al,2021,1,1
instagram,-,Canalha vagabunda amiga de ditaduras,vargas et al,2021,1,1
instagram,-,Essa gentalha tirando uma de vítima. Vão derrubar Já já. Coitados. Deus é Deus!,vargas et al,2021,1,1
instagram,-,Sua TONTA SAFADA,vargas et al,2021,1,1
instagram,-,Mentirosa enganadora 👎👎👎,vargas et al,2021,1,1
instagram,-,Cachorra safada o Brasil tá sob nova direção,vargas et al,2021,1,1
instagram,-,A mim ela eh similar aquelas moças que ficam na rodovia que trocam serviços por $. Sem tirar nem por...,vargas et al,2021,1,0
instagram,-,🤣 Comunista...,vargas et al,2021,1,1
instagram,-,#foracomunismosocialismo🤬😠😡👊👊👊,vargas et al,2021,1,0
instagram,-,Aff ranso desses corruptos,vargas et al,2021,1,1
instagram,-,Bandida como todos esquerdopatas,vargas et al,2021,1,1
instagram,-,Senhora Michele Bachelet!,vargas et al,2021,1,1
instagram,-,"Velha cretina, vai cuidar do seu país..ah não te querem lá. Então vai pro inferno coisa ruim.",vargas et al,2021,1,1
instagram,-,Toma distraída!!!,vargas et al,2021,1,0
instagram,-,Velha idiota comunista e corrupta .,vargas et al,2021,1,1
instagram,-,Demagoga se locupletando com dinheiro de propina,vargas et al,2021,1,1
instagram,-,Porque é bandida igualmente a o presidiário cachaceiro do Lula,vargas et al,2021,1,1
instagram,-,LADRA,vargas et al,2021,1,1
instagram,-,Eu tenho pena é de você não ter sido da época do grande General Pinochet que lamentavelmente deixou sobrar este resquício de desgraça.,vargas et al,2021,1,0
instagram,-,Fdp,vargas et al,2021,1,1
instagram,-,Cai fora o Brasil não precisa de você,vargas et al,2021,1,0
instagram,-,tá se revelando! corrupta ...nesse governo a gente tá realmente vendo quem é honesto e quem no presta!,vargas et al,2021,1,1
instagram,-,Falou...Bacheria. . ...Brcelet.... ou seja lá como queira ser chamada sua raposa velhaca.,vargas et al,2021,1,1
instagram,-,Bandidona e pilantrona o leitinho acabou,vargas et al,2021,1,1
instagram,-,Hipooooooócrita essa senhoura...,vargas et al,2021,1,1
instagram,-,Exato! Ela é um escrota!,vargas et al,2021,1,1
instagram,-,Hipócrita,vargas et al,2021,1,1
instagram,-,Outra pilantra!,vargas et al,2021,1,1
instagram,-,Pilantra,vargas et al,2021,1,1
instagram,-,Hipócrita!,vargas et al,2021,1,1
instagram,-,Farinha do mesmo saco nojo desses políticos,vargas et al,2021,1,1
instagram,-,Essa senhora é uma currupta igual seus amiguinhos do PT.,vargas et al,2021,1,1
instagram,-,"Cada coisa que aparece!!! Internacionarizaram a propina e a corrupção!!! Agora tem pena do Brasil, tem que ter pena dela mesmo, afinal ficou sem os recursos ilícitos!!!",vargas et al,2021,1,1
instagram,-,Devolva o dinheiro,vargas et al,2021,1,0
instagram,-,Pq. ELa é SAFADA igual ao 9 dedos. 😲😲,vargas et al,2021,1,1
instagram,-,Terrorista FDP,vargas et al,2021,1,1
instagram,-,Hipócrita 💩💩💩💩,vargas et al,2021,1,1
instagram,-,Sem noção sobre o Brasil e uma corrupta 👎👎👿👿👿,vargas et al,2021,1,1
instagram,-,Pena dessa senhorinha...,vargas et al,2021,1,0
instagram,-,LADRA,vargas et al,2021,1,1
instagram,-,"Houve um tempo atrás que o Brasil recebeu milhares de chilenos, que veio arrumar emprego aqui no Brasil e os brasileiros os receberam de braços abertos, mas, o mundo e o povo é assim esquece rápido o bem que o outro fez! Mas, essa comunista está se achando, mas, é uma tremenda corrupta.",vargas et al,2021,1,1
instagram,-,"VOCÊ TINHA DE TER PENA É QUANDO VÁRIOS BRASILEIROS MORRERAM NOS CORREDORES DOS HOSPITAIS PÚBLICOS POR CAUSA DAS ROUBALHEIRAS DOS CURRUPTOS, MAS VOCÊ VELHA CANALHA TAMBÉM FAZIA PARTE DO ESQUEMA SEGUNDO Á OAS 🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀.",vargas et al,2021,1,1
instagram,-,"Pois é, nojenta!!",vargas et al,2021,1,1
instagram,-,Quem quer saber oq vc pensa comunista corrupta vc deveria estar na cadeia !,vargas et al,2021,1,1
instagram,-,"Enfia a sua pena no seu rabo, velha nojenta",vargas et al,2021,1,1
instagram,-,A única coisa que no momento a esquerda faz é rosnar!!,vargas et al,2021,1,0
instagram,-,OQUE BACHELE FALA NÃO TEM VALOR!!! KKKK A PESSOA QUE SE ENVOLVE COM MARACUTAIA PARA ROUBAR UM POVO PERDE SEU VALOR E PRONTO ACABOU!!!,vargas et al,2021,1,1
instagram,-,"Ela que cuidado quintal da própria casa, já que está sujos com dinheiro de propina!!",vargas et al,2021,1,1
instagram,-,"A resposta para um senhora desse , já que o dinheiro não vai ser devolvido. É um grande VA SE LASCAR, esquece o BRASIL e vá cuidar dos seus problemas",vargas et al,2021,1,1
instagram,-,JA DIZIA O SANTO JOÃO BATISTA:HIPOCRITAS!!!!! RAÇA DE VIBORAS!!!ENDIREITAI OS CAMINHOS.O Messias vem,vargas et al,2021,1,1
instagram,-,Nossa mostre sua compaixão devolvendo o dinheiro que recebeu do MOLUSCO,vargas et al,2021,1,0
instagram,-,Pilantra,vargas et al,2021,1,1
instagram,-,Essa safada... Dinheiro ela gosta né? Não tem pena de roubar do Brasil!,vargas et al,2021,1,1
instagram,-,😅😅😅😅😅😅😅😅😅😅😅😅 bandida,vargas et al,2021,1,1
instagram,-,"Ah tá com pena?!Diz para ela vim doar alimento e roupas para os asilos,orfanatos e desabrigados ,hospitais que por conta das propinas que receberam esses lugares estão com deficiência de tudo,isso PR não mandar ele para Vênus!!",vargas et al,2021,1,1
instagram,-,"Sim, ela tem penas.......com certeza",vargas et al,2021,1,0
instagram,-,OH BACHELET RECEBEU PROPINA DA OAS ENTÃO NÓS BRASILEIROS PATRIOTAS ESTAMOS ENTENDENDO A SUA TRISTESA ACABOU A SUA MAMATA CANALHAS,vargas et al,2021,1,1
instagram,-,Lixo,vargas et al,2021,1,0
instagram,-,"PORQUE É PORCA DO MESMO LODO,",vargas et al,2021,1,0
instagram,-,Canalha,vargas et al,2021,1,1
instagram,-,Essa Brochelet tem cara de corrupta da quadrilha lulaladrão.,vargas et al,2021,1,1
instagram,-,Secou a fonte pilantra. Devia estar na cadeia. Esquerdista cara de pau,vargas et al,2021,1,1
instagram,-,ACABOU A MAMATAAA!!!✨🇧🇷✨,vargas et al,2021,1,1
instagram,-,Velha ridícula e bandida!! Parece uma porca,vargas et al,2021,1,1
instagram,-,CLARO QUE TEM PENA PORQUE ELA JUNTO COM O LULADRÃO SUGARAM O POVO DEVERIA TER VERGONHA NA CARA E DEVOLVER O DINHEIRO QUE LEVOU,vargas et al,2021,1,1
instagram,-,"Esquerdopatas mentem para ver se vira verdade, isso é o lema deles.",vargas et al,2021,1,1
instagram,-,SÓ SENTE PENA SE FOR REMUNERADA PRA ISSO...NÃO PRECISAMOS QUE ESSA GENTE SINTAM PENA DO NOSSO PAÍS...E SIM QUE SE AFASTEM DELE E DO NOSSO DINHEIRO...,vargas et al,2021,1,0
instagram,-,Sim porque??? É muita hipocrisia. E a propina...,vargas et al,2021,1,1
instagram,-,Ta com pena? Devolve a propina,vargas et al,2021,1,1
instagram,-,Comunista hipócrita nojento lixos,vargas et al,2021,1,1
instagram,-,POIS É DEVERIA DEVOLVER O DINHEIRO AOS COFRES PÚBLICOS DO Brasil.,vargas et al,2021,1,0
instagram,-,Outra canalha.,vargas et al,2021,1,1
instagram,-,Porque ela não era “paga” pra sentir pena e sim para contribuir e usufruir dos roubos.,vargas et al,2021,1,0
instagram,-,essa imbecil falando e o cachorro cagando e a mesma coisa,vargas et al,2021,1,1
instagram,-,Pois ela é uma sem vergonha😩,vargas et al,2021,1,1
instagram,-,Esse povo de esquerda é asqueroso e corruptos,vargas et al,2021,1,1
instagram,-,Que cara CÍNICA,vargas et al,2021,1,1
instagram,-,Cretina.,vargas et al,2021,1,1
instagram,-,"Pois é @user esta senhora pena do Brasil .... ela tem é sangue nas mãos de uma nação pois dinheiro de corrupção mata cidadão de bem dinheiro este que é desviado de segurança, saúde e educação esse tipo de gente classifico como genocida pois acabam com nações inteiras por um ideal onde eles ficam ricos dominam as pessoas como escravos ... diria que até pior que terroristas pois terroristas matam em nome da “religião” não que algo justifique mas chega ser pior ... corruptos safados ....😡😡😡😡 que Deus nos livre desta cambada que articula em tempo integral a nova destruição ...🙏🇧🇷🇧🇷🇧🇷🇧🇷",vargas et al,2021,1,1
instagram,-,Propineira com pena pq a mamata acabou.... 🤮🤮,vargas et al,2021,1,1
instagram,-,Ela tem pena agora pq não tá recebendo mais propinas. Bandida.,vargas et al,2021,1,1
instagram,-,Cala essa boca sua vaca velha vai para Venezuela,vargas et al,2021,1,1
instagram,-,Porque é bandido da organização criminosa do luladrao. Não aceita nosso presidente Bolsonaro. E melhor aceita que dói menos😂,vargas et al,2021,1,1
instagram,-,"E uma coitada , não tem credibilidade aqui nao",vargas et al,2021,1,0
instagram,-,"Que lixo, heim????",vargas et al,2021,1,0
instagram,-,Mande essa nojenta pra Cuba.,vargas et al,2021,1,1
instagram,-,Parece que para atuar na #ONU precisa ter postura e comportamento #desprezível #hipócrita #falsidade.,vargas et al,2021,1,1
instagram,-,@user e a propina recebida pela OAS teve pena quando recebeu? #hipocrita #oportunista #voltapromaroferenda,vargas et al,2021,1,1
instagram,-,Vagabunda ordinária velha dó capeta vai cuidar da sua bunda velha esclerosada,vargas et al,2021,1,1
instagram,-,"Ela não teve pena do Brasil quando Cuba ininteruptamente tentou interferir na nossa democracia. Amiga de comunistas sujos. Amiga de Fidel Castro, um rato ditador e assassino que hoje ocupa um cargo na ONU que não condiz com seu caráter e nem com suas convicções políticas.",vargas et al,2021,1,1
instagram,-,O BRASIL ESTÁ COM BOLSONARO. VAI PARA A VENEZUELA. LIXO.,vargas et al,2021,1,0
instagram,-,Porque ela é uma ladra morfética,vargas et al,2021,1,1
instagram,-,Barchelet vai catar coco . Esquece nosso povo.,vargas et al,2021,1,0
instagram,-,DONA BACHELET A SENHORA DEVIA TER PENA E VERGONHA NA CARA VIM ROUBAR DINHEIRO DO POVO BRASILEIRO QUE FALTA DE VERGONHA SENHORA BACHELET,vargas et al,2021,1,1
instagram,-,Ou quando o Brasil estava sendo saqueado pelo PT? ?,vargas et al,2021,1,0
instagram,-,Safada !! ONU não vale nada!!,vargas et al,2021,1,1
instagram,-,Essa vagabunda devia ter pena é da propina que ela levou que tirou de um hospital inteiro do Brasil,vargas et al,2021,1,1
instagram,-,Esquerdista dos inferno.,vargas et al,2021,1,1
instagram,-,"Sai fora vaga, vagaba",vargas et al,2021,1,1
instagram,-,Falsa!!!,vargas et al,2021,1,0
instagram,-,Uma safada sem caráter.,vargas et al,2021,1,1
instagram,-,Essa aí é uma maior 171,vargas et al,2021,1,0
instagram,-,Que ela enfie a pena dela no $%$@user ... devolva nosso dinheiro isso sim. 🤔🤔,vargas et al,2021,1,0
instagram,-,Essa ja fez parte da quadrilha,vargas et al,2021,1,0
instagram,-,Hipócrita esta senhorinha bachelet,vargas et al,2021,1,1
instagram,-,Sem vergonha trate do seu País o nosso temos Bolsonaro@,vargas et al,2021,1,1
instagram,-,Porquê ela é uma velha escrota de MERDA.. só isso,vargas et al,2021,1,1
instagram,-,Que devolva a propina e pare de se meter onde nao foi chamada brachelenta!,vargas et al,2021,1,1
instagram,-,"Vagabunda, roubou o Brasil agora tá com pena, vá se fuder",vargas et al,2021,1,1
instagram,-,"Pena porque não vai mais roubar nosso Brasil, sua quenga velha",vargas et al,2021,1,1
instagram,-,Conheco uma vagabunda de longe!!! 💩💩💩,vargas et al,2021,1,1
instagram,-,Pilantra vadia,vargas et al,2021,1,1
instagram,-,Que devolva o dinheiro 💰,vargas et al,2021,1,0
instagram,-,Vagabunda fingida...,vargas et al,2021,1,1
instagram,-,Bachelet está com pena é dela não receber mais dindin dos nossos impostos. Hipócrita corrupta!...😎😎😎😎,vargas et al,2021,1,1
instagram,-,Hipocrisia Pura😡😡,vargas et al,2021,1,1
instagram,-,Veia safada.,vargas et al,2021,1,1
instagram,-,Pois é.... A pena dela é exatamente pq não vai mais receber propina,vargas et al,2021,1,1
instagram,-,Tranqueira!!!,vargas et al,2021,1,1
instagram,-,#maiatraidordapatria,vargas et al,2021,1,1
instagram,-,Rapariga,vargas et al,2021,1,0
instagram,-,Vagabunda,vargas et al,2021,1,1
instagram,-,"Velha sem vergonha, vagabunda !",vargas et al,2021,1,1
instagram,-,"Não precisamos da pena de ninguém ,ainda mais dessa desqualificada ,guarde ela ,as muitas penas que tem pra si mesma 🐔, #Bolsonaro2022 ,sem mais .....",vargas et al,2021,1,0
instagram,-,A fonte secou! Não tem mais propininha!😂😂😂😂,vargas et al,2021,1,1
instagram,-,Ladra,vargas et al,2021,1,1
instagram,-,É comunista! Voces acham que ela não é igual ao ladrões do pt?,vargas et al,2021,1,1
instagram,-,Safada,vargas et al,2021,1,1
instagram,-,Lixooo!!,vargas et al,2021,1,0
instagram,-,Cahorrona,vargas et al,2021,1,1
instagram,-,"Que mulher babaca! Vai cuidar do seu Chile, estúpida!",vargas et al,2021,1,1
instagram,-,"Pena do Brasil??? O qué será que pensa essa corrupta, tentando dar uma de pessoa íntegra, correta, quando não passa de uma vigarista! 😠🤔😠",vargas et al,2021,1,1
instagram,-,Safadona,vargas et al,2021,1,1
instagram,-,"Será que vai querer devolver o dindin da propina,😂😂",vargas et al,2021,1,1
instagram,-,Esse lixo tem pena e da propina que andava ganhando ilicitamente,vargas et al,2021,1,1
instagram,-,"Percebem que , todo bandido no final de sua gestão , é convidado para trabalhar na ONU ! Porque será ???!",vargas et al,2021,1,1
instagram,-,Bruxa ladra dozinferno 🔥,vargas et al,2021,1,1
instagram,-,É outra HIPÓCRITA 😔😔😔,vargas et al,2021,1,1
instagram,-,É a bandida defendendo os colegas de bandidagem.,vargas et al,2021,1,1
instagram,-,Essa é uma canalha esquerdopata! Nós brasileiros não precisamos de suas condolências! Bandida!,vargas et al,2021,1,1
instagram,-,Essa é pior que o pai.,vargas et al,2021,1,0
instagram,-,Pena da de vc devolva o que nunca foi teu,vargas et al,2021,1,0
instagram,-,Devia ter pena? Ela tem agora pq não tem parceria na corrupção...,vargas et al,2021,1,0
instagram,-,Que mulher nojenta,vargas et al,2021,1,1
instagram,-,Além de desonesta e metida a boa de sela,vargas et al,2021,1,1
instagram,-,Pena porque não tem milhões para sua conta mais não é tranbiqueira.,vargas et al,2021,1,1
instagram,-,Num é ?,vargas et al,2021,1,0
instagram,-,Quem quer saber a opinião dela?,vargas et al,2021,1,0
instagram,-,Dissimulada! Agora ela sabe que a mamata acabou! Governo Bolsonaro colocando todos no devido lugar!Sem corrupção a bandidagem chora!,vargas et al,2021,1,1
instagram,-,"pois é, né? O dinheiro da OAS fez com que ela esquecesse de ter pena do Brasil. Muito cínica.",vargas et al,2021,1,1
instagram,-,"Velhinha safada senil, alguém faça a gentileza de calar esses canalhas, já não suporto mais nem ver a cara desses hipócritas, Bachelet, Macron, Maduro, os petralhas e por aí vai",vargas et al,2021,1,1
instagram,-,Essa vagabunda não tem que falar nada!,vargas et al,2021,1,1
instagram,-,Tem cara de bandida,vargas et al,2021,1,1
instagram,-,💚💛pena do Brasil ou saudade da bagaçeira.,vargas et al,2021,1,1
instagram,-,"😂😂 abstinência de propina faz isso, cria até pena kkkk",vargas et al,2021,1,1
instagram,-,Pq é uma PILANTRA do mesmo NÍVEL BAIXO de LULADRÃO E DIMANTA!,vargas et al,2021,1,1
instagram,-,Hipocrita,vargas et al,2021,1,1
instagram,-,"E outra coisa, quem perguntou a opinião dela? O que nos interessa? VAZA OMELETE PODRE",vargas et al,2021,1,1
instagram,-,"Deixe de hipocrisia, comedora de propina.Você deve tá sentindo falta é do dindo que não está caindo mais na sua conta.",vargas et al,2021,1,1
instagram,-,É uma idiota! Não precisamos da pena dela...,vargas et al,2021,1,1
instagram,-,Ela que legue a pena dela e faça um travesseiro pra ver se consegue dormir depois de ter aceitado dinheiro sujo.,vargas et al,2021,1,0
instagram,-,Viver do comunismo é triste!! Uma hora o dinheiro acaba e você vai ter que trabalhar...!😡👊🏾😎🇧🇷🙏🏻,vargas et al,2021,1,0
instagram,-,Uma mulher dessa idade já deveria ter aprendido a ter vergonha na cara.,vargas et al,2021,1,1
instagram,-,"Essa esquerdopata imbecil não consegue ser ouvida nem no Chile, sua terra!",vargas et al,2021,1,1
instagram,-,Q velha ordinária!! A Esquerdalha tem todos a mesma face!!🤮🤮🤮,vargas et al,2021,1,1
instagram,-,Hipocrisia,vargas et al,2021,1,1
instagram,-,"Por isso que SSA senhora defende o PT, e ela me dá NOJO.",vargas et al,2021,1,0
instagram,-,Porque é suja e adora dinheiro alheio,vargas et al,2021,1,0
instagram,-,É apenas mais uma vagabundos.,vargas et al,2021,1,1
instagram,-,"Coisa feia, vai cuidar da sua casa,",vargas et al,2021,1,0
instagram,-,😂😂 Ela é galinha! Pena?! Q é isso!?,vargas et al,2021,1,0
instagram,-,Clínica. Faz parte da esquerda demoníaca.,vargas et al,2021,1,1
instagram,-,Velha gagá FDP,vargas et al,2021,1,1
instagram,-,Propineira1,vargas et al,2021,1,1
instagram,-,Cara de pau,vargas et al,2021,1,1
instagram,-,Mas é falsa hein?Acabou a mamata.quer dinheiro vá trabalhar.,vargas et al,2021,1,1
instagram,-,Ela é muito espuma. Fica em cima do muro e vai para onde o vento sopra ( biruta),vargas et al,2021,1,1
instagram,-,Porque é LADRA!!,vargas et al,2021,1,1
instagram,-,Canalha!!,vargas et al,2021,1,1
instagram,-,"Hipócrita,vai procurar tua turma. O BRASIL não precisa da tua pena.",vargas et al,2021,1,1
instagram,-,Receber propina não te envergonha Bachelet? #BolsonaroPresidente2022🇧🇷,vargas et al,2021,1,1
instagram,-,😡Ridícula,vargas et al,2021,1,1
instagram,-,Cara pálida devolve o dinheiro a propina para o Brasil então,vargas et al,2021,1,1
instagram,-,Nojenta! Lava a boca pra falar do nosso Presidente!,vargas et al,2021,1,1
instagram,-,Hipócrita,vargas et al,2021,1,1
instagram,-,Ah tá com pena? Devolve o dinheiro do 🇧🇷,vargas et al,2021,1,0
instagram,-,Vaca,vargas et al,2021,1,0
instagram,-,Eu que tenho pena dessa mulher feia e de um caráter duvidoso.,vargas et al,2021,1,1
instagram,-,Cara de pau 😠,vargas et al,2021,1,1
instagram,-,💩💩💩💩 É isso que essa louca fala!🖕🖕,vargas et al,2021,1,0
instagram,-,Dispensamos sua pena sra Michele Bachelet.Temos misericórdia dos pobres de espírito que manipulam os pobres.,vargas et al,2021,1,0
instagram,-,E quando recebeu dinheiro ilegal de propina e portanto de nossos impostos suados? Hipócrita.,vargas et al,2021,1,1
