source,id,text,researcher,year,aggressive,hate
twitter,1.65849027278184e+18,"corel = lixo que ódio de gráfica insuportável porra, vcs que tem que se atualizar no caralho do mercado. que tipo de asteca usa essa porra de programa horroroso???? vtnc",oliveira et al,2023,1,0
twitter,1.65849029124935e+18,a cada dia que passa o meu ódio por esse homem só aumenta link,oliveira et al,2023,1,0
twitter,1.65849044242443e+18,nem moro nesse lugar pago a porra do aluguel e quer me cobrar coisa que não sabe vai toma no cu que ódio tem gente que eu nunca mais quero ver na minha vida eu desisti real,oliveira et al,2023,1,0
twitter,1.65849045298988e+18,as ocupações das escolas são um ato de ódio do psdb para manipular a cut! #desculpasdopt,oliveira et al,2023,1,0
twitter,1.65849045831687e+18,"ontem ele me explicando tudo sobre um calculo (que odio que me dá de números nesse curso) e eu só conseguia pensar no quanto ele tava gostoso falando porque ele explica muito bem, não aguento (me senti aquelas taradas que tinham fetiche em prof)",oliveira et al,2023,1,0
twitter,1.65849045996942e+18,@user mas esse comunista eh o chefe do gabinete do ódio,oliveira et al,2023,1,0
twitter,1.65848615814025e+18,@user pq tu n chuta teu cu,oliveira et al,2023,1,0
twitter,1.658486159495e+18,"maluco mais de meia hora na porra do aparelho, não gosta se revezar kkkkkk, toma no cu, compra uma porra kkkk",oliveira et al,2023,1,0
twitter,1.65848615897912e+18,@user o máximo que deu foi isso ???? decepou o braço da coitada mas pelo menos tirou o braço do segurança link,oliveira et al,2023,1,0
twitter,1.65848615980539e+18,"@user que deus nos livre desse ser, abominável.",oliveira et al,2023,1,0
twitter,1.65848513654201e+18,@user @user @user sempre o estadão foi contra o governo. com bolsonaro foi até pior. então vá a merda com sua militância.,oliveira et al,2023,1,0
twitter,1.65848529553132e+18,"@user @user faz o l menos de 6 meses de governo e lula já fez muito pelos brasileirinhos em comparado ao burro do genocida bolsonaro que em 4 anos do seu exgoverno a gasolina chegou a r$ 10,00",oliveira et al,2023,1,0
twitter,1.6584858481099e+18,@user filha vc eh nascifa em sao jose dos campos para de achar que eh europeia sulista chaaata,oliveira et al,2023,1,0
twitter,1.65849054703042e+18,hj eu me matooooioooo,oliveira et al,2023,1,0
twitter,1.65849054696326e+18,odeio homens,oliveira et al,2023,1,0
twitter,1.65849054849862e+18,"mano reservei a merda e ele n ia pra prox etapa, eu vou me mataaaar",oliveira et al,2023,1,0
twitter,1.65848001043145e+18,mano vai se fuder q ódio,oliveira et al,2023,1,0
twitter,1.65848003269899e+18,"meu deus o ódio que eu tô , eu podia matar todo mundo agora e viver feliz pra sempre",oliveira et al,2023,1,0
twitter,1.65848037559173e+18,@user viado toma no cu que odio da porra,oliveira et al,2023,1,0
twitter,1.65848056140779e+18,eu espero que o vizinho que tá martelando fofo desde cedo morra parece que tá com medo de enfiar a porra dos prego pra dentro desgraça 50 martelada pra um prego que facilmente se põe pra dentro com ódio,oliveira et al,2023,1,0
twitter,1.65848940834416e+18,pqp q odio dessa garota,oliveira et al,2023,1,0
twitter,1.65848961816003e+18,"tenho um ódio puro e genuíno de coach principalmente se for desligado da realidade assim, ó pra isso, tem que ser muito desonesto link",oliveira et al,2023,1,0
twitter,1.65848642933974e+18,"@user bem a cara do bolsonaro mesmo, kkkk bpara de falar merda terroristinha",oliveira et al,2023,1,0
twitter,1.65848652388358e+18,@user ué mas o seu governo o bolsonaro matou tanta gente na covid destruiu tantas famílias e o sr. foi conivente e tem sua mão manchada de sangue das famílias que o sr ajudou a matar,oliveira et al,2023,1,0
twitter,1.65847582452862e+18,guria sonsa da prr da até odio,oliveira et al,2023,1,0
twitter,1.65847588317339e+18,"@user pode ficar tranquilo meu ódio é somente destinado aos riquinhos irresponsáveis que deveriam estar cursando medvet com o dinheiro do papai, passam parte do semestre viajando pra fora e quando voltam resolvem fazer atividades de última hora em lugares que não deveriam",oliveira et al,2023,1,0
twitter,1.65848609965489e+18,caralho eu doida pra falar sobre o escandalo de esquema de apostas no campeonato brasileiro mas o foda é q só tem viados no meu zap,oliveira et al,2023,1,0
twitter,1.65848610051471e+18,"@user nossa eu cai na besteira de abrir um post falando do vídeo dessa mina ai de eterotop vs esquerdomacho e sai com câncer, batemo muita palma pra maluco agora eles tão dominando tudo",oliveira et al,2023,1,0
twitter,1.65848610226373e+18,@user on: apoia as minorias e causas progressistas: off: interesses próprios e foda-se o resto kkkkkkkk,oliveira et al,2023,0,0
twitter,1.6584861022805e+18,@user @user abjeta são figuras que idólatra ladrões.,oliveira et al,2023,1,0
twitter,1.65848962781954e+18,"todo dia esse motorista do shopping recife querendo frescar pro meu lado, na próxima eu xingo até a próxima geração desse idiota",oliveira et al,2023,1,0
twitter,1.65848962750467e+18,não adianta colocar expectativa quando a pessoa já mostrou mil vezes q é babaca,oliveira et al,2023,1,0
twitter,1.65848988673794e+18,puta que pariu vai se fude caralho que ódio vai se fudeeeee,oliveira et al,2023,0,0
twitter,1.65848991856029e+18,"vai tomar no cu, única coisa parecida é o cabelo q ódio",oliveira et al,2023,1,0
twitter,1.65848993813485e+18,namoral q ódio q eu tenho quando o tatuador copia o desenho/tattoo de outro tatuador e ainda por cima faz um trabalho porco nojo nojo nojo,oliveira et al,2023,1,0
twitter,1.65848995762604e+18,"essa monilda aí fica bem excitada em contar os casos mais carniceiros do mundo, eu tenho um puta ódio dela. e detalhe que ela ainda vez uma piada antes de fazer a propaganda dela. galera hoje não vê mais o true crime como algo sério, mas só como entretenimento link",oliveira et al,2023,1,0
twitter,1.65848642484764e+18,vai se fuder q odio,oliveira et al,2023,1,0
twitter,1.6584864636114e+18,nada da certo nesse caralho de vida que odio link,oliveira et al,2023,1,0
twitter,1.65849048934198e+18,@user cara vai tomar no seu cu,oliveira et al,2023,1,0
twitter,1.65848972324832e+18,@user vai se fuder para de secar polvo fdp,oliveira et al,2023,1,0
twitter,1.65848972261916e+18,@user ela é mais iludia de todos do fondom kkkk mãe de todas as fics kkk,oliveira et al,2023,1,0
twitter,1.65848972246398e+18,@user queria tanto da na tu cara véi,oliveira et al,2023,1,0
twitter,1.65848972396557e+18,"@user @user @user mesmo sabendo que vcs tem uma inteligência limitada, vcs sabem que o terra só replica reportagem de outro portal né??? talvez o excesso de comer capim estragado tenha afetado a mente já travada de vcs, mas fazer um esforço não faz mal a ninguém.",oliveira et al,2023,1,0
twitter,1.65848972707756e+18,"@user essa rádio é o câncer do jornalismo pqp. o escritor dessa matéria comprou diploma só pode, se considere um fracassado",oliveira et al,2023,1,0
twitter,1.65848972405781e+18,@user me desbloqueia desgracad,oliveira et al,2023,1,0
twitter,1.6584897242463e+18,que asco me da,oliveira et al,2023,1,0
twitter,1.65848619742831e+18,@user @user até o sr. racismo,oliveira et al,2023,1,0
twitter,1.658486200012e+18,@user vai toma no teu rabo,oliveira et al,2023,1,0
twitter,1.65848619991132e+18,@user @user ele é um pau no cu?? (brincadeira viu),oliveira et al,2023,1,0
twitter,1.65848619894664e+18,vou dar veneno de rato pra essa meninaa,oliveira et al,2023,1,0
twitter,1.6584861990473e+18,ele falando eu mudo no final me quebrou odeio a cisgeneridade e seus padrões altos de relacionamentos inalcançáveis para corpos como o meu,oliveira et al,2023,1,0
twitter,1.65848655390219e+18,@user kakakaka o maior cu cagado do twitter,oliveira et al,2023,1,0
twitter,1.65848655797488e+18,"oportunista, caça like, vitimista e não vou nem te falar o que te disseram pelas costas e nada disso conseguiu diminuir você. esse prêmio é seu, freen sarocha, você merece!!! link",oliveira et al,2023,1,0
twitter,1.65848655690532e+18,menina estranha,oliveira et al,2023,1,0
twitter,1.65849015526585e+18,meus pais são insuportáveis,oliveira et al,2023,1,0
twitter,1.65851934455536e+18,"esse gustavo gayer é uma figura abjeta. distorce tudo e vem a anos provocando esse discurso de ódio aos artistas, professores... tem parcela e as mãos sujas em tudo que vem acontecendo. sinto muito que sua família tenha que pagar também por tudo que plantou. sr. fernandes link",oliveira et al,2023,1,0
twitter,1.6585196386432e+18,"ódio, cu, buceta, caralho",oliveira et al,2023,1,0
twitter,1.65851981876337e+18,a pessoa é muito trouxa por não enxergar e burra por defender. que ódio!!!!!!!!!!!,oliveira et al,2023,1,0
twitter,1.65851991110125e+18,burra pra carai pqp que ódio,oliveira et al,2023,1,0
twitter,1.65852005115717e+18,@user que ódio véi eu tô tão puta,oliveira et al,2023,1,0
twitter,1.65852017207487e+18,q ódio tô sendo obrigada a ir naquele lixeiro vulgo neo química no domingo,oliveira et al,2023,1,0
twitter,1.6584856855219e+18,"@user bando de burro beliscando com a unha e falando que dói kkkkkkk beliscar é só com dedo, sem nem encostar as unhas",oliveira et al,2023,1,0
twitter,1.65848568848728e+18,volto aqui em 1 ano nos comentários para zua esses caras inganorantes kkkkk link,oliveira et al,2023,1,0
twitter,1.65848412908696e+18,@user @user @user @user falou bosta,oliveira et al,2023,1,0
twitter,1.65849001932843e+18,a pronto tive que ver storie de um fudido ex presidiário do tráfico dando lição de moral nos amigos pq bebem e dão rolê e ele tá trabalhando “no progresso” é cada uma viu se manca,oliveira et al,2023,0,0
twitter,1.65849002277617e+18,@user seu rabo pedro,oliveira et al,2023,1,0
twitter,1.65848590513564e+18,bande de fdp @user,oliveira et al,2023,1,0
twitter,1.65848590589063e+18,"senti falta de grandes nomes na virada cultural, igual ano passado. o safado do prefeito deve estar economizando pro ano que vem (ano de eleições) o safado colocar dualipa no anhangabaú e kanye west na paulista",oliveira et al,2023,1,0
twitter,1.6584859040619e+18,eu posso ser chata mas eu tb acho essas meninas muito chatas... a gente já terminou a escola a gente não precisa ser amigas. fica forçando um negócio sabe.,oliveira et al,2023,0,0
twitter,1.65848590677563e+18,"sua casa vai cair seu merda, agora voce se fudeu seu lixo",oliveira et al,2023,1,0
twitter,1.65848590696858e+18,@user como respeitar um ser desse? ele faz parte desse sistema podre.,oliveira et al,2023,1,0
twitter,1.65848165082375e+18,@user @user @user mandei no disc kkkkkkk nao da vo ali come um cacete gozado,oliveira et al,2023,0,0
twitter,1.65848165499706e+18,"@user isso é machismo, como pode uma coisa dessa ? uma equipe 83% menor comparados aos homens, menos jogos transmitidos, menos importância, tem que ser direitos iguais. cancelem a globo",oliveira et al,2023,1,0
twitter,1.65848165387718e+18,mano que cabaré skskskskskskksks link,oliveira et al,2023,1,0
twitter,1.65848649973276e+18,vou pegar o desgraçado que fez o cardápio do município e lançou peixe com batata no dia de hoje,oliveira et al,2023,0,0
twitter,1.65848649991732e+18,@user que asco de gente,oliveira et al,2023,1,0
twitter,1.65848650106237e+18,@user @user um dos piores do brasil,oliveira et al,2023,1,0
twitter,1.65848650185928e+18,eu vou me matar,oliveira et al,2023,1,0
twitter,1.65849045942838e+18,@user @user @user @user o problema é que o bolsonaro é um homofóbico. simples assim.,oliveira et al,2023,1,0
twitter,1.65849049140976e+18,@user sai fora !!! bolsonaro é o melhor! vá plantar abóboras!,oliveira et al,2023,1,0
twitter,1.65848598343491e+18,@user hauahauahauahaaha vai pastar seu peste,oliveira et al,2023,1,0
twitter,1.6584859842528e+18,"@user a vdd é q muitas subcelebrites queriam ficar próximo dele na farofa da gkay pra sair em página de fofoca e pq ele estava no auge, como ele n deu ousadia começaram os ataques massivos de várias páginas de fofoca e vários influencers q queriam @ sim. lamentável !!",oliveira et al,2023,1,0
twitter,1.65848598570822e+18,"joaninha safadinha e sem coração, me tacou um pé na bunda, me deixou na mão",oliveira et al,2023,1,0
twitter,1.65848869977942e+18,"@user esse povo se faz de iludido e burro para viver! só pode! ""chora globo""? por jesus! esse está igual ou pior que o constantino na época do bolsonaro!!!",oliveira et al,2023,1,0
twitter,1.65848886078618e+18,kkkkkkkkkkkkkkk eu tbm explodiria o crânio do bolsonaro se eu tivesse uma 12 link,oliveira et al,2023,1,0
twitter,1.65851966021448e+18,@user bolsonaro na cadeia,oliveira et al,2023,1,0
twitter,1.658519689583e+18,"@user @user @user @user inteligente mesmo é bolsonaro, que roubou, cometeu crimes, e deixou tudo registrado no zap",oliveira et al,2023,1,0
twitter,1.6585196996661e+18,"@user @user a decepção, o medo e a tristeza do bolsonaro é o meu entretenimento diário, é o que me faz gargalhar e alegra demais o meu dia ver ele sfdê! link",oliveira et al,2023,0,0
twitter,1.65851971251326e+18,tadinho... foda-se bolsonaro!!! link,oliveira et al,2023,1,0
twitter,1.6585197557817e+18,"@user @user @user @user @user tu é tão emocionado que eu nem citei bolsonaro aqui, nem sabe oq é uma analogia seu animal kkkkkkkkkkk",oliveira et al,2023,1,0
twitter,1.65851981797484e+18,"@user a linhagem da micheque conta com avó traficante de drogas, a mãe estelionataria, um tio estuprador e outro tio miliciano, casou com o bandido, corrupto e tbm miliciano jair bolsonaro, ?????? ela tem escola na bandidagem! michelle bolsonaro santa do pau oco link",oliveira et al,2023,1,0
twitter,1.65851982908974e+18,"@user eles só mentem, são nojentos, asqueroso, mais aumenta nossa admiração pelo presidente bolsonaro e por todos que estão ao seu lado!! obrigada fábio!! continuamos a luta!",oliveira et al,2023,1,0
twitter,1.65851983901766e+18,"@user @user @user @user @user engraçado q nessa época aí dos ""prejuízo bilionário"" do governo pt foi a época q mais se investiu em tecnologia, inaugurou plataformas e os caraio, e durante o governo bolsonaro, menos investimento e mais lucros p acionista... aí me vem o questionamento, vc é acionista ou burro?",oliveira et al,2023,1,0
twitter,1.65851986228346e+18,"mais um milico corrupto o responsável pela compra de pescoços de galinha superfaturados e q sequer chegaram ao indígenas,no gov de bolsonaro,foi o capitão do exército claudio da rocha,q já foi acusado d assédio moral e d desvio d patrimônio de indígenas. link",oliveira et al,2023,1,0
twitter,1.65852003555855e+18,bolsonaro não tem sitio em atibaia … aceitem que dói menos link,oliveira et al,2023,1,0
twitter,1.65852020284417e+18,vamos fazer um bolão para descobrir qual vai ser o primeiro crime que vai colocar um bolsonaro na cadeia?,oliveira et al,2023,1,0
twitter,1.65849023515866e+18,comecei a postar sobre meu cabelo e ele começou a cair kkkkkk vai se fuderrrrrr!!!!,oliveira et al,2023,1,0
twitter,1.65849023499519e+18,porra que bosta,oliveira et al,2023,1,0
twitter,1.65849023531806e+18,posta ft no inferno agora seu merda.,oliveira et al,2023,1,0
twitter,1.65849023632075e+18,@user @user @user kkkkkkkkkkkk chora virgem das américas e série c,oliveira et al,2023,1,0
twitter,1.65849023632075e+18,@user que se foda kkkkkkkkkkkkkkkkkkk vai lá e faz o pix pros acionistas coitadinhos ????????,oliveira et al,2023,1,0
twitter,1.65849010989603e+18,"@user mds, racismo com caricatura de gato, eu não aguento hahaha",oliveira et al,2023,1,0
twitter,1.65849011086048e+18,auge ele se chamando de corno link,oliveira et al,2023,1,0
twitter,1.6584902496796e+18,@user tá na moda ser burro pô,oliveira et al,2023,1,0
twitter,1.65849024969197e+18,uhuu de merda,oliveira et al,2023,1,0
twitter,1.65849024806479e+18,"@user uma desocupada daqui de vinhedo, no mínimo não tem um pingo de estudo e é completamente ignorante zombando de algo sério que é a temática do nosso trabalho",oliveira et al,2023,1,0
twitter,1.6584902508792e+18,@user @user to com saudades sua arrombada,oliveira et al,2023,1,0
twitter,1.6584902502204e+18,ve se melhor a fachada do servidor de vigilância gigante. golias regressou para nos genocidar caros concidadãos. link,oliveira et al,2023,1,0
twitter,1.65849025017873e+18,@user o inimigo é sujo. estão tentando tirar o foco do rei,oliveira et al,2023,1,0
twitter,1.65849025030877e+18,@user isso é um carniça!,oliveira et al,2023,1,0
twitter,1.65849025034233e+18,@user usuário de iphone merece que ele exploda mesmo pt,oliveira et al,2023,1,0
twitter,1.65848085849036e+18,@user agr diga ana castela: obrigada agronegócio e o meu pai bolsonaro,oliveira et al,2023,1,0
twitter,1.65848132685572e+18,"@user @user bolsonaro baixou na canetada, maluco kkkkkkkk link",oliveira et al,2023,1,0
twitter,1.65848161540284e+18,"@user @user até pq com bolsonaro tava tudo as mil maravilhas, né? me poupeeeee link",oliveira et al,2023,1,0
twitter,1.65848580650657e+18,"mandei a esposa do vinheteiro tomar no cu. não com essas palavras. com todo respeito ao lord. hahahaha pedante, com mania de grandeza, ar de superioridade, arrogância e complexo de deus. aqui, não!!!",oliveira et al,2023,1,0
twitter,1.65848580631785e+18,fazendo o l pra caralho link,oliveira et al,2023,1,0
twitter,1.65848987618102e+18,@user meu pau no seu butico,oliveira et al,2023,1,0
twitter,1.65848987625654e+18,minha amg tá doida pra dar a bct #pintoawards,oliveira et al,2023,1,0
twitter,1.65848987841662e+18,"e o sapato de palhaço continua, impecável link",oliveira et al,2023,1,0
twitter,1.65848625770883e+18,tomei nojo até de escutar o nome.,oliveira et al,2023,1,0
twitter,1.65848625794791e+18,"@user @user @user homens velhos barbudos comprando drogas por livre e espontânea vontade e errado é qem vende. eu n gosto de nenhum tipo de criminoso mas p mim traficante de drogas n deveria nem ser considerado um criminoso, ele n obriga fdp nenhum a comprar drogas.",oliveira et al,2023,1,0
twitter,1.65848625659735e+18,"@user @user estatal não dá prejuízo, imbecil.",oliveira et al,2023,1,0
twitter,1.65848625833798e+18,"sinceramente, a única coisa que eu não quero é que enfiem no rabo das docshoes pq a gente tava falando de subir tag pros 4 meses e sofrendo com vídeo antigo, ninguém nem tava falando nada kkkkk fora isso, espero tudo",oliveira et al,2023,1,0
twitter,1.65848625885387e+18,@user a paridade de importação do petróleo era uam excrescência.,oliveira et al,2023,1,0
twitter,1.65848625874485e+18,vira gente,oliveira et al,2023,0,0
twitter,1.65848625854769e+18,@user agora lascou... a pf vai pegar o ladrão cag**do em casa ???????????? link,oliveira et al,2023,1,0
twitter,1.65848626000733e+18,você sabia? passa uma semana sem faltar aula equivale a um ano na cracolândia,oliveira et al,2023,1,0
twitter,1.65848625916425e+18,@user chato pra caralho esse cachorro,oliveira et al,2023,1,0
twitter,1.65848995789841e+18,@user fodeu muita bem o sporting,oliveira et al,2023,1,0
twitter,1.65848995783969e+18,mas de boa foda se,oliveira et al,2023,1,0
twitter,1.65848639984542e+18,"@user tenho é nojo dele depois do vídeo da ex dele dopada e ele dando ombrada nela e sorrindo !! eu tomo remédio pra dormir as vezes, imaginei um homem fazendo isso comigo , imagina casado, tá maluco, tô com nojo dele",oliveira et al,2023,1,0
twitter,1.65848640016836e+18,@user @user @user esse irá arder no fogo do inferno,oliveira et al,2023,0,0
