source,id,text,researcher,year,aggressive,hate
twitter,-,"amigos de bh, alguém pelamorde deus me chama prum rolê hoje?!?!
tô querendo beber, dançar e curtir um bocado a noite hoje, minhajudem!",leite et al,2020,0,0
twitter,-,ate segui o meu mo babados do matriz p n perder nada,leite et al,2020,0,0
twitter,-,tô vendo que vou chorar igual uma criancinha #descendants3,leite et al,2020,0,0
twitter,-,puts só queria estar no barão agora,leite et al,2020,0,0
twitter,-,os cria vai piar aq em casa p ver vingadores 🤩,leite et al,2020,0,0
twitter,-,"@user salgado. se tirar o sal, fica você.",leite et al,2020,0,0
twitter,-,"rt @user bem.... ainda faltam 2 anos pra acabar, há esperança https://t.co/ka3lee9gz6",leite et al,2020,0,0
twitter,-,eu tenho a sensação as vezes de que eu vim nessa vida só pra me fuder,leite et al,2020,0,0
twitter,-,aliás 15h e ainda sem almoçar,leite et al,2020,0,0
twitter,-,@user e vamos resolver de certeza,leite et al,2020,0,0
twitter,-,"rt @user estudar pra ganhar na vida como a anitta
 https://t.co/z0g72isyiw",leite et al,2020,0,0
twitter,-,@user dourados kkkkk,leite et al,2020,0,0
twitter,-,@user pq a boca foi feita pra falar .#stfvergonhanacional,leite et al,2020,0,0
twitter,-,"Nomes dos suspeitos de invadir celular do ministro Sérgio Moro serão divulgados amanhã, ao meio-dia. Os quatro presos (3 homens e 1 mulher) em SP estão sendo levados para Brasília onde prestarão depoimento ainda hoje. Mais aqui: 
https://t.co/eRenJ0FSvi",leite et al,2020,0,0
twitter,-,"eu mando algo relacionado a turismo aqui em fortaleza pra lysandra e ela pergunta ""que que tem?""",leite et al,2020,0,0
twitter,-,rt @user @user saudade ladrão fica com deus pitbull de raça 💔😭,leite et al,2020,0,0
twitter,-,"viva sem medo, sem medo dos desafios, sem medo de enfrentar o que parece impossível 💬💬💬",leite et al,2020,0,0
twitter,-,"eu sou muito idiota mano kkkkkkk obrigada deus pelos sinais, agora eu aprendo",leite et al,2020,0,0
twitter,-,"bk, e isso ja aconteceu demais",leite et al,2020,0,0
twitter,-,"@user ouráiti!
mas mesmo assim queremos outro pgr! 💚💛🙌",leite et al,2020,0,0
twitter,-,"tem tanta opção de role hoje, n sei pra onde vou, no final vou acabar não indo pra nenhum",leite et al,2020,0,0
twitter,-,me preparando psicologicamente para a msg de arthur dizendo q morgou do role,leite et al,2020,0,0
twitter,-,gente pq vocês estão colocando esses quadradinhos nos nomes de vocês? não dá pra ler nada poxa,leite et al,2020,0,0
twitter,-,"—[👼] Em 2014, Melanie lançou seu primeiro clipe ""Dollhouse"". O video foi gravado com a arrecadação de fundos com a ajuda de fãs que já a acompanhavam. No mesmo ano, ela anunciou que havia assinado com a ""Atlantic Records"", e logo lançou seu primeiro EP. https://t.co/O2RRox1EUh",leite et al,2020,0,0
twitter,-,"🔺NOTÍCIA NA TV PORTUGUESA!🔻

Acabou de passar na TVI24 (canal português) que há um manifesto no congresso para impedir a visita do presidente Jair Bolsonaro no próximo ano, sob pretexto de que ele NÃO É BEM VINDO!

Tentei gravar, mas ficou pela metade 😕",leite et al,2020,0,0
twitter,-,@user @user @user alguém tá mentindo.,leite et al,2020,0,0
twitter,-,"@user @user @user @user @user @user @user @user @user @user @user @user Uma das Mulheres que mais Amei Conhecer 😍

Linda e Fascinante!

Estar ao seu lado, é um Momento Único e Inesquecível",leite et al,2020,0,0
twitter,-,@user @user @user tá pegando fogoooo,leite et al,2020,0,0
twitter,-,@user tens como provar isso com documentos?,leite et al,2020,0,0
twitter,-,"bom, vou sair de casa agora! ontem foi o dia do perdeu, perdi muita coisa uahuashaushausa o celular é uma delas, entón eu vou trampar, pq mais um mês se iniciou e este será o melhor mês do ano!",leite et al,2020,0,0
twitter,-,"ser amigo meu td bem, agr querer controlar quem devo ficar, oq devo fazer não, vtnc",leite et al,2020,1,0
twitter,-,"@user deixa eu fumar meu narguines, respeitar ok?",leite et al,2020,0,0
twitter,-,mano queria ter férias,leite et al,2020,0,0
twitter,-,@user operação lava jato faz operação para proteger operação lava jato,leite et al,2020,0,0
twitter,-,ainda indignada com o show do 3030 de graça em cg que não vou poder ir,leite et al,2020,0,0
twitter,-,"toda vez que persegue alguém, bolsonaro cria potenciais nomes de congressistas para a próxima legislatura.",leite et al,2020,0,0
twitter,-,"@user aqui em casa, amiga? kakak",leite et al,2020,0,0
twitter,-,aí eu to com muita saudades vai tomar no cu ;(((!,leite et al,2020,0,0
twitter,-,só quero chegar em angra logo,leite et al,2020,0,0
twitter,-,"Corinthians x Palmeiras em Brasileiros, desde 1971: 
51 jogos
17 vitórias do Corinthians
17 empates
17 vitórias do Palmeiras

- Últimos 9 jogos no geral (7 vitórias do Corinthians, 2 vitórias do Palmeiras)
- Fábio Carille contra o Palmeiras (8 jogos, 7 vitórias, 1 derrota)",leite et al,2020,0,0
twitter,-,"As coisas nunca dão certo pra mim, mesmo eu ficando calada e não contando pra ninguém, acho massa minha capacidade de ser um lixo e estragar as coisa🤦🏾‍♀️",leite et al,2020,0,0
twitter,-,"[2/8 15:28] Racquel: Zika KKKKKKK
[2/8 15:28] Racquel: E os trabalhos ? Fez algum ?
[2/8 15:29] Marcela ♡: Não tenho nem foto sei nem que que é pra fazer
[2/8 15:29] Racquel: Vamos começar o bimestre muito bem

KKKKKKKKKKKKKK vai dar ruim",leite et al,2020,0,0
twitter,-,"aceitem que noart é só amizade, nada além, único shipper que pode ser real e beauany, não tô proibido de shippa noart mas ficaram jogando hate pra ela por infantilidade, quem aguenta meu pai? https://t.co/oNxyDfCPsT",leite et al,2020,0,0
twitter,-,@user @user KKK tenho pena da sua alma quando chegar ao umbral e mais pena do seu espírito quando receber o próximo corpo na próxima encarnação. O pior está por vir infeliz. Teu calvário só está começando nesta prisão. Mas já nos faz muito feliz que vc esteja aí tolhido da liverdade.,leite et al,2020,1,1
twitter,-,rt @user transar podendo fazer barulho a vontade é outro nível,leite et al,2020,1,0
twitter,-,eu gosto de estudar desenho animado pq faz 14 anos que eu nao consigo olhar pra uma almondega sem pensar nisso https://t.co/rh3erosjyj,leite et al,2020,0,0
twitter,-,@user kkkkk pior que enjoa mesmo,leite et al,2020,0,0
twitter,-,"Essa série da BBC mostra o drama da crise climática que estamos vivendo. As ameaças estão por toda parte. As consequências são cada vez mais graves. O alerta da ciência precisa ser traduzido em ação. É urgente!  

https://t.co/MVRifmLd95",leite et al,2020,0,0
twitter,-,eu uso batom claro desde que me conheço por gente,leite et al,2020,0,0
twitter,-,@user nossa mano te odeio na moral kkkkkkkkkkkkkkkkkkk,leite et al,2020,1,1
twitter,-,"segunda eu começo a fazer terapia, nunca imaginei chegar a uma fase tão conturbada e difícil da minha vida a ponto de ter que passar por isso. que tristeza sem fim",leite et al,2020,0,0
twitter,-,@user cametá,leite et al,2020,0,0
twitter,-,"rt @user caralho esse cara eh foda demais

divulguem o trampo dele https://t.co/jj4gbjkgyw",leite et al,2020,0,0
twitter,-,"Se Neymar não vier e Coutinho ficar:

Griezmann Messi Dembélé
 Coutinho De Jong Arthur
Alba Lenglet Piqué Semedo
              ter Stegen

Lamentavelmente, no entanto, Busquets e Suárez não saem do time titular por nada.",leite et al,2020,0,0
twitter,-,kkkkkkkkkkkkkkkk sarneou,leite et al,2020,0,0
twitter,-,"@user claro q pode!
mas pq todas as opções são não?",leite et al,2020,0,0
twitter,-,@user exatamente isso,leite et al,2020,0,0
twitter,-,a mano sla dps desse video me deu vontade d gostar d algm será q eh pedir mto,leite et al,2020,0,0
twitter,-,@user @user parabéns mano 👍🏼,leite et al,2020,0,0
twitter,-,"@user olha só eu tava ardendo em febre ontem, MAS EU TÔ VIVINHA e vim te desejar parabénxxx! Muita muita saúde, luz, amor! Vou te adotar e te chamar de paozim de mel. Ah, tu é a cara do meu namorado viu. E ru me inspira a escrever e os caracteres tao acab",leite et al,2020,0,0
twitter,-,meu melhor amigo gente só meu ninguém rouba ele de mim,leite et al,2020,0,0
twitter,-,uma lista com os melhores laterais do brasil sem juninho capixaba é uma lista sem moral,leite et al,2020,0,0
twitter,-,"@user Como sua Exa. Sérgio Moro se pronunciou,o teor das conversas de agentes públicos são prioritários sobre o modo de obtenção. Por isso sua Exa. vazou gravações da Presidenta e da intimidade da família do ex presidente. Desse modo, Dallagnol cometeu prevaricação. E agora o povo sabe",leite et al,2020,0,0
twitter,-,"que orgulho, ela merece isso é muito mais paulinha na fab",leite et al,2020,0,0
twitter,-,eu tô triste,leite et al,2020,0,0
twitter,-,@user hahahahahaha invejinha,leite et al,2020,0,0
twitter,-,"@user deve ser do mesmo dono da água mineral ""uai"", que é distribuída no espírito santo! 🤷",leite et al,2020,0,0
twitter,-,"@user @user O cansaço do time e Gabriel machucado acabou sendo decisivos, quando ele ta 100% se movimenta muito, Bruno Henrique la de centro avante não é o melhor para ele. Minha opinião",leite et al,2020,0,0
twitter,-,"@user eu vejo o pessoal falando que dói a beça e eu achava que tinha uma idade certa pra aparecer, depois disso não dava mais kkkkkk",leite et al,2020,0,0
twitter,-,@user @user bundão você ... 🤣🤣,leite et al,2020,1,1
twitter,-,"@user se puder ouvir meu novo single, já que sempre apoias a cena autoral https://t.co/taohkwyw7h",leite et al,2020,0,0
twitter,-,a melhor campanha anti tabagismo é o calor acendi um cigarro agora q duas tragadas já joguei fora falei cigarro to fora isso ne vida nao,leite et al,2020,0,0
twitter,-,esse homem não pode ser real https://t.co/tyks6r4fq3,leite et al,2020,0,0
twitter,-,"craque da rodada domingo, classificação heróica na quarta e hoje esse presentão. que semana pro rafinha 👏🔴⚫💪",leite et al,2020,0,0
twitter,-,@user @user Mas ai no caso vc ta falando soh de repercussao ne? Pq tem uma pa de jogador q o Palmeiras ja contratou q eh mrlhor q o Borja,leite et al,2020,0,0
twitter,-,rt @user vejo a ana e a chai mais do que a minha família,leite et al,2020,0,0
twitter,-,"#sm_보이그룹론칭_취소해
se esse novo boy gruop for pra tirar a atenção do seus outros descasos, vamos parar por aí https://t.co/ipu3nrjb8b",leite et al,2020,0,0
twitter,-,rt @user gosto de irritar o menino q'eugosto pq ele bravo é fica ainda +gostoso https://t.co/2wwk8nywst,leite et al,2020,0,0
twitter,-,"já vejo antis falando q n vamos chegar na final, q o tombo vem... meu bem, aqui é flamengo, nada é impossível!!!!!",leite et al,2020,0,0
twitter,-,falsa https://t.co/0ybdbutlod,leite et al,2020,0,0
twitter,-,"tem umas diabas com a cintura mt fina mano ,que isso",leite et al,2020,1,1
twitter,-,pensando em tomar um banho aqui na academia pra ir pra casa e tomar outro banho quando chegar em casa,leite et al,2020,0,0
twitter,-,@user ah! e te mata também,leite et al,2020,1,1
twitter,-,"@user como diria walter abrahão......"" ta gorrrdo o milton neves hein""",leite et al,2020,0,0
twitter,-,@user só pq eu ia pagar o gelo hoje,leite et al,2020,0,0
twitter,-,@user imagina se eu vou ter problema com algo na faculdade que absurdo eu sou perfeita,leite et al,2020,0,0
twitter,-,o bahia tentando me assustar com a pomba foi o ponto alto do meu dia com certeza,leite et al,2020,0,0
twitter,-,"Há um mistério há anos, desde a criação do Ministério da Pesca na Esplanada. Por que Brasília tem quase 40 mil pescadores que recebem o seguro-defeso pago pelo Governo?",leite et al,2020,0,0
twitter,-,@user @user fala barro preto!!!!!!!!!!!,leite et al,2020,1,1
twitter,-,chris evans quer o mundo? ele é seu,leite et al,2020,0,0
twitter,-,"ministro da educação sobre paulo freire: ""se fosse tão bom, ia ter pelo menos mais um país usando o método dele"" https://t.co/xqrnrzjtnd",leite et al,2020,0,0
twitter,-,"@user @user Parabéns @user ... Isso é o tipo de ação que nos orgulha, tenho 2 filhas e sei o quanto essas pequenas ações mexem conosco.",leite et al,2020,0,0
twitter,-,vou pedir pro meu pai comprar ingresso pro jogo contra o bahia,leite et al,2020,0,0
twitter,-,@user @user @user Hahahahaha vc não entende porra nenhuma mesmo!!!! Por isso seu crédito é nulo! Outra porta de esquerda!!!!,leite et al,2020,1,1
twitter,-,@user você não conhecia o ministro da saúde mesmo. ele é um amontoado de polêmicas vazias que acertou nesse projeto dos médicos.,leite et al,2020,0,0
twitter,-,"chega em casa vou pra piscina, muito calor tmlc",leite et al,2020,0,0
twitter,-,que lindo vestidooo,leite et al,2020,0,0
twitter,-,rt @user aprendi a dizer para as pessoas certas. https://t.co/ofsfpjxdk6,leite et al,2020,0,0
twitter,-,feliz aniversário sérgio moro https://t.co/pdfg19hdha,leite et al,2020,0,0
twitter,-,@user querem ver um canalha ? olhem só a cara de um canalha que diz um troço desse: https://t.co/jz05s0hscy,leite et al,2020,1,1
twitter,-,@user desconfortavel e feio msm,leite et al,2020,0,0
twitter,-,irmao esse negócio do super grupo e blá blá blá só tá servindo pra exol falar mal do nct puta merda,leite et al,2020,1,0
twitter,-,"Curly Lambeau dá nome ao estádio da franquia Green Bay Packers! E no episódio histórico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!

https://t.co/Iq2ge0OdJV

Spotify:
https://t.co/5UpE1kmXrL

#Packers
#GoPackGo https://t.co/3EeRcuKvhU",leite et al,2020,0,0
twitter,-,"#mpn #tazercraft 

tribta e dois",leite et al,2020,0,0
twitter,-,"decidir qual série vou passar a noite assistindo hj, já que to terminando stranger things",leite et al,2020,0,0
twitter,-,"@user @user não sei, mas estou fazendo. tudo para tirar essa sensação.",leite et al,2020,0,0
twitter,-,"rt @user de tanto stories que eu vi, eu já conheço mais porto seguro do q o próprio pessoal que viajou pra la",leite et al,2020,0,0
twitter,-,"@user Vc é um gênio tenta a carreira da magistratura, condenado em 3 instâncias sem provas, e vc acha que não tem provas, vc é um gênio. srsrsrssr
#STFVergonhaNacional",leite et al,2020,0,0
twitter,-,eu tambem tiro foto com viados e simpatizo mas isso nao quer dizer nada se eu pudesse ainda metia uma surra,leite et al,2020,1,1
twitter,-,"achei uma foto minha e da renata pequena, ela era a cara do ricardo kkkkkkkkk",leite et al,2020,0,0
twitter,-,queria voltar nessa época,leite et al,2020,0,0
twitter,-,que rica verga,leite et al,2020,1,1
twitter,-,rt @user hoje é o dia oficial de chorar,leite et al,2020,0,0
twitter,-,"rt @user eu rindo sou igual o jimin me jogo em qualquer canto 
https://t.co/d361qkl7ri",leite et al,2020,0,0
twitter,-,rt @user meu namorado é lindo demais 😩😩😩😩😩😩😩😩😩😩,leite et al,2020,0,0
twitter,-,@user @user kkkkkkkk eu aposto nisso tbm mano,leite et al,2020,0,0
twitter,-,"@user fez cacá e saiu correndo, a narrativa de q não preservamos o nosso meio ambiente caiu.",leite et al,2020,0,0
twitter,-,"@user astronaut, engineer, test pilot, coach &amp; corporate trainer
 o cara é couch, não da para esperar nada bom.",leite et al,2020,0,0
twitter,-,"@user @user @user @user @user dinheiro continua mandando 
o problema e de governadores e prefeitos 
e MP de estados que faz vista grossas ao desvio",leite et al,2020,0,0
twitter,-,"gato  perfeito, meu webnamorado perfeito, lindo demais, amo seus poemas",leite et al,2020,0,0
twitter,-,@user segura na mão de deus e vai,leite et al,2020,0,0
twitter,-,"rt @user caralho mano, é esse o romance que eu quero https://t.co/gee8ahzm3v",leite et al,2020,0,0
twitter,-,@user @user @user pf prende 4 suspeitos de invadir celular de moro. 📱📱,leite et al,2020,0,0
twitter,-,"pegaria alguem do 2 do atomo? — n conheço ngm eu acho kakakaakk 
manda nome aii https://t.co/htuimo5jpp",leite et al,2020,0,0
twitter,-,@user só dia 6 que o meu caaai se não era na hora tbm,leite et al,2020,0,0
twitter,-,"@user GILMAR MENDES não aceita ser investigado pela Receita.

LEWANDOWSKI mandou prender um crítico no aeroporto.

TOFFOLI inventa inquérito para censurar redes.

ALEXANDRE DE MORAES não quer ninguém investigando o STF.

É A DITADURA DO JUDICIÁRIO!

Vamos aceitar?

#STFVergonhaNacional",leite et al,2020,0,0
twitter,-,rt @user odeio esperar pqp,leite et al,2020,0,0
twitter,-,"sexo nao sei mas se quiser vir aqui 
assistir netflix agarradinho pra gente ficar fazendo carinho um no outro até nao se aguentar mais de tesao e acabar transando tudo bem",leite et al,2020,1,0
twitter,-,"@user bah entao tu imagina com, vou ficar quase tão linda quanto tu",leite et al,2020,0,0
twitter,-,@user se ele for um cara novo e conseguir mostrar o futebol dele acho que rola,leite et al,2020,0,0
twitter,-,@user sabes que tens boas amigas quando elas já usam o emoji do unicórnio associado a coisas quase tão lindas como tu 😍,leite et al,2020,0,0
twitter,-,"@user ai mano para com isso
sem condições
que dia que a gente não sai e num da tretinha?",leite et al,2020,0,0
twitter,-,rt @user quem tiver procurando emprego aproveita e vem na direção desses cara aqui que eles estão dando trabalho kk 👉@user,leite et al,2020,0,0
twitter,-,"🇧🇷SDV DE DIREITA🇧🇷
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user",leite et al,2020,0,0
twitter,-,ainda mano !!!,leite et al,2020,0,0
twitter,-,@user melhor ter ficado calado @user,leite et al,2020,0,0
twitter,-,"rt @user sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de lana del rey https://t.c…",leite et al,2020,0,0
